Metody numeryczne, projekt pierwszy, funkcja e^x 
Maciej Komorowski 160822 
*************************************************


Z biblioteki math.h (exp(x))
x:	2.000		7.389056098930650406941822438966
x:	3.000		20.085536923187667923684784909710
x:	4.000		54.598150033144236203952459618449



Dodawanie od poczatku, z definicji  
x:	2.000	 n: 1		4.389056098930650406941822438966
x:	2.000	 n: 2		2.389056098930650406941822438966
x:	2.000	 n: 3		1.055722765597317369667962339008
x:	2.000	 n: 4		0.389056098930650406941822438966
x:	2.000	 n: 5		0.122389432263983799487050418975
x:	2.000	 n: 6		0.033500543375095226394932979019
x:	2.000	 n: 7		0.008103717978269919797185139032
x:	2.000	 n: 8		0.001754511629063593147748179035
x:	2.000	 n: 9		0.000343576884795915304948721314
x:	2.000	 n: 10		0.000061389935942735007756709820
x:	2.000	 n: 11		0.000010083217969025781712844037
x:	2.000	 n: 12		0.000001532098306888940442149760
x:	2.000	 n: 13		0.000000216541435449357777542900
x:	2.000	 n: 14		0.000000028604739910065291041974
x:	2.000	 n: 15		0.000000003546514193430994055234
x:	2.000	 n: 16		0.000000000414235756807102006860
x:	2.000	 n: 17		0.000000000045732306830359448213
x:	2.000	 n: 18		0.000000000004787281682183675002
x:	2.000	 n: 19		0.000000000000476951811378967250
x:	3.000	 n: 1		16.085536923187667923684784909710
x:	3.000	 n: 2		11.585536923187667923684784909710
x:	3.000	 n: 3		7.085536923187667923684784909710
x:	3.000	 n: 4		3.710536923187667923684784909710
x:	3.000	 n: 5		1.685536923187669344770256429911
x:	3.000	 n: 6		0.673036923187670055312992190011
x:	3.000	 n: 7		0.239108351759099946320930030197
x:	3.000	 n: 8		0.076385137473383935002857469954
x:	3.000	 n: 9		0.022144066044813115468059550039
x:	3.000	 n: 10		0.005871744616243290693091694266
x:	3.000	 n: 11		0.001433838772086915014369878918
x:	3.000	 n: 12		0.000324362311047821094689425081
x:	3.000	 n: 13		0.000068329281578627387716551311
x:	3.000	 n: 14		0.000013465060977324583291192539
x:	3.000	 n: 15		0.000002492216857774565141880885
x:	3.000	 n: 16		0.000000434808583804624504409730
x:	3.000	 n: 17		0.000000071736536710886866785586
x:	3.000	 n: 18		0.000000011224528861930593848228
x:	3.000	 n: 19		0.000000001670002802711678668857
x:	4.000	 n: 1		49.598150033144236203952459618449
x:	4.000	 n: 2		41.598150033144236203952459618449
x:	4.000	 n: 3		30.931483366477571905761578818783
x:	4.000	 n: 4		20.264816699810907607570698019117
x:	4.000	 n: 5		11.731483366477576169017993379384
x:	4.000	 n: 6		6.042594477588686174840404419228
x:	4.000	 n: 7		2.791800826795032719473965698853
x:	4.000	 n: 8		1.166404001398205991790746338665
x:	4.000	 n: 9		0.444005412332948878884053556249
x:	4.000	 n: 10		0.155045976706844612635904923081
x:	4.000	 n: 11		0.049969818297356027869682293385
x:	4.000	 n: 12		0.014944432160859832947608083487
x:	4.000	 n: 13		0.004167390272705517872964264825
x:	4.000	 n: 14		0.001088235447518570708780316636
x:	4.000	 n: 15		0.000267127494133490017702570185
x:	4.000	 n: 16		0.000061850505787219844933133572
x:	4.000	 n: 17		0.000013550037941456594126066193
x:	4.000	 n: 18		0.000002816600641608602018095553
x:	4.000	 n: 19		0.000000556929627748559141764417



Dodawanie od konca, z definicji  
x:	2.000	 n: 1		4.389056098930650406941822438966
x:	2.000	 n: 2		2.389056098930650406941822438966
x:	2.000	 n: 3		1.055722765597317369667962339008
x:	2.000	 n: 4		0.389056098930650406941822438966
x:	2.000	 n: 5		0.122389432263983799487050418975
x:	2.000	 n: 6		0.033500543375095226394932979019
x:	2.000	 n: 7		0.008103717978269919797185139032
x:	2.000	 n: 8		0.001754511629063593147748179035
x:	2.000	 n: 9		0.000343576884795027126529021189
x:	2.000	 n: 10		0.000061389935941846829337009694
x:	2.000	 n: 11		0.000010083217968137603293143911
x:	2.000	 n: 12		0.000001532098306000762022449635
x:	2.000	 n: 13		0.000000216541434561179357842775
x:	2.000	 n: 14		0.000000028604739021886871341849
x:	2.000	 n: 15		0.000000003546512417074154654983
x:	2.000	 n: 16		0.000000000414234868628682306735
x:	2.000	 n: 17		0.000000000045731418651939748088
x:	2.000	 n: 18		0.000000000004786393503763974877
x:	2.000	 n: 19		0.000000000000476951811378967250
x:	3.000	 n: 1		16.085536923187667923684784909710
x:	3.000	 n: 2		11.585536923187667923684784909710
x:	3.000	 n: 3		7.085536923187667923684784909710
x:	3.000	 n: 4		3.710536923187667923684784909710
x:	3.000	 n: 5		1.685536923187669344770256429911
x:	3.000	 n: 6		0.673036923187666502599313389510
x:	3.000	 n: 7		0.239108351759096393607251229696
x:	3.000	 n: 8		0.076385137473380382289178669453
x:	3.000	 n: 9		0.022144066044809562754380749539
x:	3.000	 n: 10		0.005871744616239737979412893765
x:	3.000	 n: 11		0.001433838772083362300691078417
x:	3.000	 n: 12		0.000324362311044268381010624580
x:	3.000	 n: 13		0.000068329281575074674037750810
x:	3.000	 n: 14		0.000013465060973771869612392038
x:	3.000	 n: 15		0.000002492216850669137784279883
x:	3.000	 n: 16		0.000000434808580251910825609230
x:	3.000	 n: 17		0.000000071736533158173187985085
x:	3.000	 n: 18		0.000000011224521756503236247227
x:	3.000	 n: 19		0.000000001669995697284321067855
x:	4.000	 n: 1		49.598150033144236203952459618449
x:	4.000	 n: 2		41.598150033144236203952459618449
x:	4.000	 n: 3		30.931483366477571905761578818783
x:	4.000	 n: 4		20.264816699810907607570698019117
x:	4.000	 n: 5		11.731483366477569063590635778382
x:	4.000	 n: 6		6.042594477588686174840404419228
